Symbol,Name,Sector,Industry
ALVR,AlloVir Inc.,Health Care,Major Pharmaceuticals
ALX,Alexander's Inc.,Consumer Services,Real Estate Investment Trusts
ALXN,Alexion Pharmaceuticals Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ALXO,ALX Oncology Holdings Inc.,Health Care,Major Pharmaceuticals
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,,
AM,Antero Midstream Corporation,Public Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. (DE),Finance,Commercial Banks
AMAO,American Acquisition Opportunity Inc. Class A,,
AMAOU,American Acquisition Opportunity Inc. Units,,
AMAOW,American Acquisition Opportunity Inc. Warrant,Finance,Business Services
AMAT,Applied Materials Inc.,Capital Goods,Industrial Machinery/Components
AMBA,Ambarella Inc. Ordinary Shares,Technology,Semiconductors
AMBC,Ambac Financial Group Inc.,Finance,Property-Casualty Insurers
AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares,Miscellaneous,Service to the Health Industry
AMC,AMC Entertainment Holdings Inc. Class A,Consumer Services,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,Basic Industries,Containers/Packaging
AMCX,AMC Networks Inc. Class A,Consumer Services,Broadcasting
AMD,Advanced Micro Devices Inc.,Technology,Semiconductors
AME,AMETEK Inc.,Consumer Durables,Metal Fabrications
AMED,Amedisys Inc,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc.,Health Care,Managed Health Care
AMER,Emles Made in America ETF,,
AMG,Affiliated Managers Group Inc.,Finance,Investment Managers
AMGN,Amgen Inc.,Health Care,Major Pharmaceuticals
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
AMH^D,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,,
AMH^E,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,,
AMH^F,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,,
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,
AMHC,Amplitude Healthcare Acquisition Corporation Class A,,
AMHCW,Amplitude Healthcare Acquisition Corporation Warrants,Finance,Business Services
AMK,AssetMark Financial Holdings Inc.,Finance,Finance/Investors Services
AMKR,Amkor Technology Inc.,Technology,Semiconductors
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,Health Care,Assisted Living Services
AMNB,American National Bankshares Inc.,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,Capital Goods,Electrical Products
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,Public Utilities,Telecommunications Equipment
AMP,Ameriprise Financial Inc.,Finance,Investment Managers
AMPE,Ampio Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
AMPG,Amplitech Group Inc.,Capital Goods,Industrial Machinery/Components
AMPGW,Amplitech Group Inc. Warrants,Capital Goods,Telecommunications Equipment
AMPH,Amphastar Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
AMPI,Advanced Merger Partners Inc. Class A,,
AMPY,Amplify Energy Corp.,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc.,Energy,Coal Mining
AMRB,American River Bankshares,Finance,Major Banks
AMRC,Ameresco Inc. Class A,Basic Industries,Water Supply
AMRK,A-Mark Precious Metals Inc.,Finance,Investment Bankers/Brokers/Service
AMRN,Amarin Corporation plc,Health Care,Major Pharmaceuticals
AMRS,Amyris Inc.,Basic Industries,Industrial Specialties
AMRX,Amneal Pharmaceuticals Inc. Class A,Health Care,Major Pharmaceuticals
AMS,American Shared Hospital Services,Health Care,Medical Specialities
AMSC,American Superconductor Corporation,Consumer Durables,Metal Fabrications
AMSF,AMERISAFE Inc.,Finance,Accident &Health Insurance
AMST,Amesite Inc.,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT),Finance,Trusts Except Educational Religious and Charitable
AMTB,Amerant Bancorp Inc. Class A,Finance,Major Banks
AMTBB,Amerant Bancorp Inc. Class B,Finance,Major Banks
AMTI,Applied Molecular Transport Inc.,Consumer Durables,Specialty Chemicals
AMTX,Aemetis Inc.,Energy,Oilfield Services/Equipment
AMWD,American Woodmark Corporation,Consumer Durables,Building Products
AMWL,American Well Corporation Class A,Technology,Retail: Computer Software & Peripheral Equipment
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,Public Utilities,Telecommunications Equipment
AMYT,Amryt Pharma plc American Depositary Shares,Health Care,Major Pharmaceuticals
AMZN,Amazon.com Inc.,Consumer Services,Catalog/Specialty Distribution
AN,AutoNation Inc.,Consumer Services,Other Specialty Stores
ANAB,AnaptysBio Inc.,Health Care,Major Pharmaceuticals
ANAC,Arctos NorthStar Acquisition Corp. Class A Ordinary Shares,Health Care,Major Pharmaceuticals
ANAT,American National Group Inc.,Finance,Life Insurance
ANDA,Andina Acquisition Corp. III Ordinary Shares,Finance,Business Services
ANDAR,Andina Acquisition Corp. III Right,,
ANDAW,Andina Acquisition Corp. III Warrant,,
ANDE,Andersons Inc. (The),Consumer Non-Durables,Tobacco
ANEB,Anebulo Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
ANET,Arista Networks Inc.,Technology,Computer peripheral equipment
ANF,Abercrombie & Fitch Company,Consumer Services,Clothing/Shoe/Accessory Stores
ANGI,Angi Inc. Class A,Technology,EDP Services
ANGN,Angion Biomedica Corp.,Health Care,Major Pharmaceuticals
ANGO,AngioDynamics Inc.,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc.,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ANIX,Anixa Biosciences Inc.,Health Care,Medical Specialities
ANNX,Annexon Inc.,Health Care,Major Pharmaceuticals
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,Health Care,Medical Specialities
ANSS,ANSYS Inc.,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,Technology,Advertising
ANTM,Anthem Inc.,Health Care,Medical Specialities
ANVS,Annovis Bio Inc.,Consumer Durables,Specialty Chemicals
ANY,Sphere 3D Corp. Common Shares,,
ANZU,Anzu Special Acquisition Corp I Class A,,
ANZUU,Anzu Special Acquisition Corp I Units,,
ANZUW,Anzu Special Acquisition Corp I Warrant,,
AOD,Aberdeen Total Dynamic Dividend Fund,,
AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers
AONE,one Class A Ordinary Shares,Finance,Business Services
AOS,A.O. Smith Corporation,Capital Goods,Industrial Machinery/Components
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. ,,
AP,Ampco-Pittsburgh Corporation,Capital Goods,Metal Fabrications
APA,APA Corporation,Energy,Oil & Gas Production
APAM,Artisan Partners Asset Management Inc. Class A,Finance,Investment Managers
APD,Air Products and Chemicals Inc.,Basic Industries,Major Chemicals
APDN,Applied DNA Sciences Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APEI,American Public Education Inc.,Miscellaneous,Other Consumer Services
APEN,Apollo Endosurgery Inc.,Health Care,Industrial Specialties
APG,APi Group Corporation,Consumer Services,Military/Government/Technical
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,Finance,Business Services
APH,Amphenol Corporation,Capital Goods,Electrical Products
API,Agora Inc. American Depositary Shares,Technology,Computer Software: Prepackaged Software
APLE,Apple Hospitality REIT Inc. Common Shares,Consumer Services,Real Estate Investment Trusts
APLS,Apellis Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
APLT,Applied Therapeutics Inc.,Health Care,Major Pharmaceuticals
APM,Aptorum Group Limited Class A Ordinary Shares,Health Care,Major Pharmaceuticals
APO,Apollo Global Management Inc. Class A,Finance,Investment Managers
APO^A,Apollo Global Management Inc. 6.375% Series A Preferred Shares,,
APO^B,Apollo Global Management Inc 6.375% Series B Preferred Shares,,
APOG,Apogee Enterprises Inc.,,
APOP,Cellect Biotechnology Ltd. American Depositary Shares,Health Care,Medical/Dental Instruments
APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADRs,,
APP,Applovin Corporation Class A,Technology,EDP Services
APPF,AppFolio Inc. Class A,Technology,EDP Services
APPH,AppHarvest Inc.,Finance,Business Services
APPHW,AppHarvest Inc. Warrants,Finance,Business Services
APPN,Appian Corporation Class A,Technology,EDP Services
APPS,Digital Turbine Inc.,Technology,Computer Software: Prepackaged Software
APR,Apria Inc.,Health Care,Medical/Dental Instruments
APRE,Aprea Therapeutics Inc. Common stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APRN,Blue Apron Holdings Inc. Class A,Consumer Services,Catalog/Specialty Distribution
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,Finance,Business Services
APT,Alpha Pro Tech Ltd.,,
APTO,Aptose Biosciences Inc. Common Shares,,
APTS,Preferred Apartment Communities Inc.,Consumer Services,Real Estate Investment Trusts
APTV,Aptiv PLC Ordinary Shares,Capital Goods,Auto Parts:O.E.M.
APTV^A,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,,
APTX,Aptinyx Inc.,Health Care,Major Pharmaceuticals
APVO,Aptevo Therapeutics Inc.,Health Care,Major Pharmaceuticals
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Basic Industries,Telecommunications Equipment
APXT,Apex Technology Acquisition Corporation Class A,,
APXTU,Apex Technology Acquisition Corporation Unit,,
APXTW,Apex Technology Acquisition Corporation Warrant,,
APYX,Apyx Medical Corporation,Health Care,Medical/Dental Instruments
AQB,AquaBounty Technologies Inc.,,
AQMS,Aqua Metals Inc.,Public Utilities,Environmental Services
AQN,Algonquin Power & Utilities Corp. Common Shares,Public Utilities,Electric Utilities: Central
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,,
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,Public Utilities,Electric Utilities: Central
AQST,Aquestive Therapeutics Inc.,Health Care,Major Pharmaceuticals
AQUA,Evoqua Water Technologies Corp.,Capital Goods,Office Equipment/Supplies/Services
AR,Antero Resources Corporation,Energy,Oil & Gas Production
ARAV,Aravive Inc.,Health Care,Major Pharmaceuticals
ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments
ARBG,Aequi Acquisition Corp. Class A,,
ARBGU,Aequi Acquisition Corp. Unit,,
ARBGW,Aequi Acquisition Corp. warrants,Finance,Business Services
ARC,ARC Document Solutions Inc.,Miscellaneous,Business Services
ARCB,ArcBest Corporation,Transportation,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation,Finance,Finance/Investors Services
ARCE,Arco Platform Limited Class A Common Shares,Miscellaneous,Service to the Health Industry
ARCH,Arch Resources Inc. Class A,Energy,Coal Mining
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Consumer Services,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc.,Health Care,Major Pharmaceuticals
ARD,Ardagh Group S.A. Common Shares,Consumer Durables,Containers/Packaging
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,,
ARDS,Aridis Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
ARDX,Ardelyx Inc.,Health Care,Major Pharmaceuticals
ARE,Alexandria Real Estate Equities Inc.,Consumer Services,Real Estate Investment Trusts
AREC,American Resources Corporation Class A,,
ARES,Ares Management Corporation Class A,Finance,Investment Managers
ARES^A,Ares Management Corporation 7.00% Series A Preferred Stock,,
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Finance,Specialty Insurers
ARGO,Argo Group International Holdings Ltd.,Finance,Specialty Insurers
ARGO^A,Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,,
ARGX,argenx SE American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARI,Apollo Commercial Real Estate Finance Inc,Consumer Services,Real Estate Investment Trusts
ARKO,ARKO Corp.,Consumer Services,Food Chains
ARKOW,ARKO Corp. Warrant,Consumer Services,Food Chains
ARKR,Ark Restaurants Corp.,Consumer Services,Restaurants
ARKX,ARK Space Exploration & Innovation ETF,,
ARL,American Realty Investors Inc.,Consumer Services,Building operators
ARLO,Arlo Technologies Inc.,Miscellaneous,Diversified Manufacture
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining
ARMK,Aramark,Consumer Services,Restaurants
ARMP,Armata Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARNA,Arena Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
ARNC,Arconic Corporation ,,
AROC,Archrock Inc.,Energy,Oil & Gas Production
AROW,Arrow Financial Corporation,Finance,Major Banks
ARPO,Aerpio Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
ARQT,Arcutis Biotherapeutics Inc.,Health Care,Major Pharmaceuticals
ARR,ARMOUR Residential REIT Inc.,Consumer Services,Real Estate Investment Trusts
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),,
ARRW,Arrowroot Acquisition Corp. Class A common stock,,
ARRWU,Arrowroot Acquisition Corp. Unit,,
ARRWW,Arrowroot Acquisition Corp. Warrant,Finance,Business Services
ARRY,Array Technologies Inc.,Technology,Semiconductors
ARTAU,Artisan Acquisition Corp. Units,,
ARTL,Artelo Biosciences Inc.,Health Care,Major Pharmaceuticals
ARTLW,Artelo Biosciences Inc. Warrant,Health Care,Major Pharmaceuticals
ARTNA,Artesian Resources Corporation Class A,Public Utilities,Water Supply
ARTW,Art's-Way Manufacturing Co. Inc.,Capital Goods,Industrial Machinery/Components
ARVL,Arrival Ordinary Shares,Capital Goods,Auto Manufacturing
ARVLW,Arrival Warrant,Capital Goods,Auto Manufacturing
ARVN,Arvinas Inc.,Health Care,Major Pharmaceuticals
ARW,Arrow Electronics Inc.,Technology,Electronic Components
ARWR,Arrowhead Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
ARYA,ARYA Sciences Acquisition Corp III Class A Ordinary Shares,Finance,Business Services
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,Finance,Business Services
ASA,ASA Gold and Precious Metals Limited,Basic Industries,Precious Metals
ASAI,Sendas Distribuidora S.A. ADS,Consumer Services,Food Chains
ASAN,Asana Inc. Class A,Technology,Retail: Computer Software & Peripheral Equipment
ASAQ,Atlantic Street Acquisition Corp Class A,,
ASAX,Astrea Acquisition Corp. Class A,,
ASAXU,Astrea Acquisition Corp. Unit,,
ASAXW,Astrea Acquisition Corp. Warrant,Finance,Business Services
ASB,Associated Banc-Corp,Finance,Major Banks
ASB^C,Associated Banc-Corp Depositary shares each representing a 1/40th ownership interest in a share of 6.125% Non-Cumulative Perpetual Preferred Stock Series C,,
ASB^D,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.375% Non-Cumulative Perpetual Preferred Stock Series D,,
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,,
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,,
ASC,Ardmore Shipping Corporation,Transportation,Marine Transportation
ASG,Liberty All-Star Growth Fund Inc.,,
ASGI,Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest,,
ASGN,ASGN Incorporated,Technology,Diversified Commercial Services
ASH,Ashland Global Holdings Inc.,Basic Industries,Specialty Chemicals
ASIX,AdvanSix Inc. ,Basic Industries,Major Chemicals
ASLE,AerSale Corporation,Transportation,Aerospace
ASLEW,AerSale Corporation Warrants,,
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Health Care,Major Pharmaceuticals
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),,
ASMB,Assembly Biosciences Inc.,Health Care,Major Pharmaceuticals
ASML,ASML Holding N.V. New York Registry Shares,Technology,Industrial Machinery/Components
ASND,Ascendis Pharma A/S American Depositary Shares,Health Care,Major Pharmaceuticals
ASO,Academy Sports and Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys
ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,Finance,Business Services
ASPCU,Alpha Capital Acquisition Company Unit,Finance,Business Services
ASPCW,Alpha Capital Acquisition Company Warrant,Finance,Business Services
ASPL,Aspirational Consumer Lifestyle Corp. Class A Ordinary Shares,Transportation,Transportation Services
ASPN,Aspen Aerogels Inc.,Capital Goods,Wholesale Distributors
ASPS,Altisource Portfolio Solutions S.A.,Finance,Finance: Consumer Services
